char,mean_log_rt,acc_rate,strokes,log_freq,sem_component,sem_log_freq,phon_component,phon_log_freq
嗑,6.541406280677016,1,13,0.6720054450229519,口,4.699122527829599,盍,1.393282065256434
嗒,6.786589022503467,0.6896551724137931,13,0.42254059732272553,口,4.699122527829599,荅,2.3824439189883244
嗓,6.670747383293511,0.7931034482758621,13,0.02804229509074957,口,4.699122527829599,桑,1.4671047130210615
嗔,6.629505264243522,0.8620689655172413,13,0.009535876619218136,口,4.699122527829599,真,2.234548411896662
嗖,6.600204004490489,1,13,0.12502558681994894,口,4.699122527829599,叟,2.262849366305858
嗜,6.738754284980783,0.8620689655172413,13,0.7296668549325902,口,4.699122527829599,NA,NA
嗝,6.544143047143916,0.9655172413793104,13,0.15980773296943054,口,4.699122527829599,鬲,1.935954932693245
嗟,6.665978381258691,0.9310344827586207,13,0.012710712741786966,口,4.699122527829599,差,1.6211253686721436
嗡,6.613347773754761,0.9655172413793104,13,0.05153839051532738,口,4.699122527829599,翁,0.7772600328853742
嗣,6.82306399368371,0.7931034482758621,13,0.08457627793433102,口,4.699122527829599,司,2.145829200326955
嗤,6.60712830576473,0.9310344827586207,13,0.0792174357465669,口,4.699122527829599,蚩,0.3079450758459305
嗨,6.587882704102535,0.8275862068965517,13,2.3718125467051423,口,4.699122527829599,海,2.245457884032269
嗬,6.930788463568878,0.3103448275862069,13,0.21023823616172682,口,4.699122527829599,荷,0.28071491949100696
嗯,6.446149760689845,1,13,2.475130380247703,口,4.699122527829599,恩,2.322255070853337
嗲,6.76384346377962,0.9310344827586207,13,0.38836766715730114,口,4.699122527829599,爹,0.9708394791429723
嗳,6.835689164690409,0.3103448275862069,13,0.15980773296943054,口,4.699122527829599,爱,1.1959328456234126
嗷,6.5443816753132404,0.9310344827586207,14,0.7106588373015291,口,4.699122527829599,敖,2.168206284868805
嗽,6.7517014364391645,0.896551724137931,14,0.018908444316327377,口,4.699122527829599,欶,1.4117021804169243
嘀,6.625955025767108,0.9310344827586207,14,0.1664301138432827,口,4.699122527829599,啇,2.365335393430808
嘁,6.673229703060158,0.6551724137931034,14,0.0792174357465669,口,4.699122527829599,戚,0.17857410337992521
嘈,6.759441625302009,0.9655172413793104,14,0.0950297966484517,口,4.699122527829599,曹,2.398698492704321
嘉,6.445566612365357,0.9655172413793104,14,0.29143545492712203,口,4.699122527829599,加,2.8268503302130354
嘎,6.5643502571373595,0.9655172413793104,14,0.5714642539956033,口,4.699122527829599,戛,1.6297621927653687
嘘,6.44495415331773,0.9655172413793104,14,1.302620938814304,口,4.699122527829599,虚,1.3769381106622487
嘚,6.811485922851051,0.4482758620689655,14,0.05153839051532738,口,4.699122527829599,得,0.5333652727496356
嘛,6.744208096967898,0.8275862068965517,14,2.479645407736934,口,4.699122527829599,麻,2.8858900811932964
嘞,6.695740232715947,0.896551724137931,14,0.441585173750801,口,4.699122527829599,勒,1.161257168122225
嘟,6.666137385496301,0.7931034482758621,13,0.327726651642141,口,4.699122527829599,都,1.0799839485680405
嘣,6.64661225518913,0.4827586206896552,14,0.34695899867352903,口,4.699122527829599,崩,1.1340910054223694
嘤,6.616129905391517,0.9655172413793104,14,0.12981874384893433,口,4.699122527829599,婴,1.5269450574184764
嘬,6.839291769486479,0.4827586206896552,15,0.03702787975577494,口,4.699122527829599,最,0.6547539332529303
嘭,6.6579605384621345,0.8275862068965517,15,0.1751347586588441,口,4.699122527829599,彭,1.049504872486128
嘱,6.586195499096751,0.896551724137931,15,0.018908444316327377,口,4.699122527829599,属,1.0674986133154085
嘲,6.522090676553211,1,15,0.08457627793433102,口,4.699122527829599,朝,2.191906309834658
嘴,6.413013535925408,1,15,2.1103600458347973,口,4.699122527829599,觜,2.2255837311440114
嘶,6.677288386282855,1,15,0.11277252110537028,口,4.699122527829599,斯,1.5216871451612315
嘻,6.578041286091105,1,15,0.8535704593169791,口,4.699122527829599,喜,1.9157579936267821
嘿,6.535026862295128,0.9310344827586207,15,2.5073666778053703,口,4.699122527829599,黑,2.6286462626906553
噌,6.8836810473321774,0.20689655172413793,15,0.045792232729559144,口,4.699122527829599,曾,2.841045713925772
噎,6.5415333824976925,0.896551724137931,15,0.2589723311093857,口,4.699122527829599,壹,0.5270366903931604
噔,6.7768972623169255,0.5862068965517241,15,0.02804229509074957,口,4.699122527829599,登,1.7581265776137136
噗,6.647916690094395,1,15,0.796796280056657,口,4.699122527829599,菐,1.0676807471821674
噘,6.74227671343337,0.3793103448275862,15,0.05720951250779035,口,4.699122527829599,厥,0.6278163058623765
噙,6.6717763323083625,0.5172413793103449,16,0.12981874384893433,口,4.699122527829599,禽,0.7425994583003045
噜,6.702717547994498,0.6896551724137931,16,0.22963065550850545,口,4.699122527829599,鲁,1.3357927700680359
噢,6.648672006903696,0.9310344827586207,16,2.4887252452480215,口,4.699122527829599,奧,2.437347305999995
器,6.408430841122162,1,16,1.4430798409029861,口,4.699122527829599,NA,NA
噩,6.524418806931442,0.9655172413793104,16,0.031044716583705063,口,4.699122527829599,NA,NA
噪,6.54927798170418,0.9310344827586207,16,0.0924399113311414,口,4.699122527829599,喿,2.43135186111007
噫,6.653004670207613,0.6896551724137931,16,0.03996902686746079,口,4.699122527829599,意,0.7843604909213011
噬,6.714462134115386,0.8620689655172413,16,0.08983448870862953,口,4.699122527829599,筮,0.7645347817660805
噱,6.644656889846673,0.7931034482758621,16,0.012710712741786966,口,4.699122527829599,豦,0.33055580906299553
噻,6.8236869433367495,0.5172413793103449,16,0.24637546400350846,口,4.699122527829599,塞,2.4183054353312903
嚄,6.721781059334042,0.06896551724137931,17,0.015820634262069203,口,4.699122527829599,蒦,0.1800111190577175
嚎,6.587684557169306,0.7241379310344828,17,0.21418130866382065,口,4.699122527829599,豪,0.788217880719231
嚏,6.701680959243215,0.7586206896551724,17,0.03702787975577494,口,4.699122527829599,疐,0.893739575310798
嚓,6.763472834273358,0.3103448275862069,17,0.41018652865710886,口,4.699122527829599,察,2.101229322812019
嚣,6.595078117620518,0.7586206896551724,18,0.0792174357465669,口,4.699122527829599,NA,NA
嚯,6.7111352891914935,0.7241379310344828,19,0.19816203904607554,口,4.699122527829599,霍,0.4611081766848521
嚷,6.712439070050498,0.9655172413793104,20,0.2589723311093857,口,4.699122527829599,襄,1.2282976764748628
嚼,6.616926219608093,0.9655172413793104,20,0.9093634421947274,口,4.699122527829599,爵,1.053884790394692
囊,6.651748491593655,1,22,0.342600310415772,口,4.699122527829599,NA,NA
囔,6.807323622646775,0.7586206896551724,25,0.006380458549693074,口,4.699122527829599,囊,0.3443726219064742
囚,6.391395265562954,1,5,0.20825319307268497,囗,3.8738934286387514,NA,NA
四,6.3447832114410785,1,5,2.571270124236493,囗,3.8738934286387514,NA,NA
回,6.339243508997956,1,6,2.7653105426227595,囗,3.8738934286387514,NA,NA
因,6.346504565336987,1,6,2.1104348179821746,囗,3.8738934286387514,NA,NA
囡,6.660386023798507,0.896551724137931,6,0.07653121925381198,囗,3.8738934286387514,NA,NA
团,6.410477922129259,1,6,1.6334088622482474,囗,3.8738934286387514,NA,NA
囤,6.585428022012896,0.9655172413793104,7,0.16423385469261065,囗,3.8738934286387514,屯,2.4485154047506685
园,6.354852463888322,1,7,0.8968898144283989,囗,3.8738934286387514,元,3.5389871471781786
困,6.335070277130023,1,7,2.14133938272378,囗,3.8738934286387514,NA,NA
围,6.365988428235589,1,7,1.2832718223524653,囗,3.8738934286387514,韦,2.7663082022568086
固,6.388906799112072,1,8,0.3307383581788762,囗,3.8738934286387514,古,3.0270373744391095
国,6.432163191569386,0.9310344827586207,8,2.9354142503409597,囗,3.8738934286387514,NA,NA
图,6.496357314272686,0.9310344827586207,8,2.275486419415055,囗,3.8738934286387514,NA,NA
圆,6.515818711376399,1,10,1.5271295942330547,囗,3.8738934286387514,员,2.2028916367060956
圈,6.521005264367733,1,11,1.781460241282487,囗,3.8738934286387514,卷,2.353647958259141
土,6.349072177586205,1,3,1.334761267509755,土,4.23272769442571,NA,NA
圣,6.369881200983206,1,5,1.3113532780411492,土,4.23272769442571,NA,NA
在,6.36517474885269,0.9655172413793104,6,4.022897390962111,土,4.23272769442571,才,3.9759989207922715
圭,6.6033170066060745,0.8620689655172413,6,0.23340227781189518,土,4.23272769442571,NA,NA
地,6.5159319214208145,0.7241379310344828,6,2.9128741247902417,土,4.23272769442571,也,3.9184734214945616
场,6.4587799293203805,0.9655172413793104,6,2.5183763915123105,土,4.23272769442571,NA,NA
址,6.599428269938633,0.896551724137931,7,0.19200959265367015,土,4.23272769442571,止,2.7861395017814146
坂,6.666782154343852,0.7241379310344828,7,0.17940815151383588,土,4.23272769442571,反,3.2267640555375565
均,6.497644276695241,1,7,1.4241021462854728,土,4.23272769442571,匀,1.8438249338314743
坊,6.491056775717307,1,7,0.22198770161943043,土,4.23272769442571,方,3.3139645462407343
坎,6.463195684765617,0.9310344827586207,7,0.42737248954948226,土,4.23272769442571,欠,2.4536014566818847
坏,6.598796849711214,0.896551724137931,7,2.226814808465897,土,4.23272769442571,NA,NA
坐,6.332138753706628,0.9655172413793104,7,2.547548518095499,土,4.23272769442571,NA,NA
坑,6.4083894731477296,0.896551724137931,7,1.938986291003253,土,4.23272769442571,亢,2.5156481638052473
块,6.571673450710474,0.7931034482758621,7,2.3384668527989723,土,4.23272769442571,夬,3.5283767088454074
坚,6.3799912932637195,1,7,0.3612177125816818,土,4.23272769442571,NA,NA
坛,6.4686717083508976,0.896551724137931,7,0.1102866084035656,土,4.23272769442571,NA,NA
坝,6.576877768029807,0.8275862068965517,7,0.3091615579046436,土,4.23272769442571,NA,NA
坟,6.466086327109542,0.9310344827586207,7,0.7409150764812825,土,4.23272769442571,文,2.171917676593199
坠,6.52126559733906,0.9655172413793104,7,0.7248409041250767,土,4.23272769442571,队,1.1848673837829868
坡,6.599847885763489,1,8,0.5974428709005748,土,4.23272769442571,皮,3.2464906777460767
坤,6.628749871620968,0.9310344827586207,8,0.08192310435106014,土,4.23272769442571,申,3.1009786140549855
坦,6.555662205770402,0.896551724137931,8,0.39619934709573634,土,4.23272769442571,旦,3.2137262745313246
坨,6.583565494982533,0.896551724137931,8,0.48583495268322063,土,4.23272769442571,它,1.8625291015648278
坪,6.65625277169401,0.8620689655172413,8,0.2589723311093857,土,4.23272769442571,平,2.5433168100404915
坯,6.785559742608166,0.7586206896551724,8,0.018908444316327377,土,4.23272769442571,丕,0.8550949511586219
坳,6.769916546086651,0.7586206896551724,8,0.012710712741786966,土,4.23272769442571,幼,1.5070553311338222
垂,6.428220043023241,1,9,0.34551095769694995,土,4.23272769442571,NA,NA
垃,6.482079220376271,0.9310344827586207,8,0.02804229509074957,土,4.23272769442571,立,2.742752303310129
型,6.5075285819558175,0.9655172413793104,9,1.4981630064759754,土,4.23272769442571,刑,2.5176519975833225
垢,6.627151302067708,0.896551724137931,9,0.0683714180326432,土,4.23272769442571,后,1.1217895688592965
垦,6.682438439321026,0.9310344827586207,9,0.025018972282759518,土,4.23272769442571,艮,3.745645108016717
垫,6.589896635274888,0.896551724137931,9,0.5982650975062869,土,4.23272769442571,执,1.6060888703511242
垮,6.605315702059818,0.8275862068965517,9,0.7993543363611527,土,4.23272769442571,夸,1.6785748245497683
埃,6.7735995898665164,0.8620689655172413,10,0.531708776810456,土,4.23272769442571,矣,2.307474857518067
埋,6.514596805790942,0.9310344827586207,10,1.6117615327342698,土,4.23272769442571,里,2.9673364401446936
城,6.447405425340027,0.9655172413793104,9,1.926279150281942,土,4.23272769442571,成,2.927779567181801
埔,6.671701486933419,0.5862068965517241,10,0.018908444316327377,土,4.23272769442571,甫,2.2502572333727926
域,6.553562001186601,1,11,0.18152918210650335,土,4.23272769442571,或,1.976796884273497
埠,6.734223880046741,0.5517241379310345,11,0.009535876619218136,土,4.23272769442571,阜,0.41331653188426554
埸,6.728604689353532,0.10344827586206896,11,0.012710712741786966,土,4.23272769442571,易,1.9732077749107497
培,6.476294030201624,0.9655172413793104,11,0.23340227781189518,土,4.23272769442571,咅,3.0434593054690837
基,6.412662673065421,1,11,1.2301831540404562,土,4.23272769442571,其,3.210503490414645
堂,6.389657532556918,1,11,0.992827350690238,土,4.23272769442571,尚,3.035822906878628
堆,6.557671481962016,0.8620689655172413,11,1.924175870301921,土,4.23272769442571,隹,3.485260361317536
堇,6.791600347923915,0.4482758620689655,11,0.006380458549693074,土,4.23272769442571,NA,NA
堑,6.7166181283832795,1,11,0.025018972282759518,土,4.23272769442571,斩,2.0775968035494112
堕,6.6050911926867375,0.9310344827586207,11,0.12017893847111538,土,4.23272769442571,陏,1.1334590674872087
堡,6.503789864107492,0.896551724137931,12,0.531708776810456,土,4.23272769442571,保,1.7949269989495704
堤,6.563066941253489,0.9310344827586207,12,0.35272263746201815,土,4.23272769442571,是,3.080515157639449
堪,6.4708110714241744,0.8620689655172413,12,1.0732673295541073,土,4.23272769442571,甚,1.747900987601837
堵,6.487824777322661,1,11,1.646682056052068,土,4.23272769442571,者,3.674536143019684
塌,6.566046975343961,0.9655172413793104,13,0.47947453410262464,土,4.23272769442571,NA,NA
塑,6.655673783636475,0.9310344827586207,13,0.29470865794079104,土,4.23272769442571,朔,1.3982838337649335
塔,6.501189002539535,0.9655172413793104,13,1.2856113111816236,土,4.23272769442571,荅,2.3824439189883244
塘,6.628804828931373,0.896551724137931,13,0.07653121925381198,土,4.23272769442571,唐,2.197889521971469
塞,6.661340914079763,0.896551724137931,13,1.6377298259796431,土,4.23272769442571,NA,NA
填,6.513355396227003,0.9655172413793104,13,1.2084252313440933,土,4.23272769442571,真,2.234548411896662
境,6.436496869978706,0.9310344827586207,14,0.7043478785709408,土,4.23272769442571,竟,2.4157850537041115
墓,6.53935436163141,0.9655172413793104,14,1.169036334239068,土,4.23272769442571,莫,2.8339651869135194
墙,6.445364481228614,1,14,1.6931947440928898,土,4.23272769442571,NA,NA
增,6.555890611841623,0.9310344827586207,15,1.0095188817853549,土,4.23272769442571,曾,2.841045713925772
墨,6.51531853491982,1,15,1.085333398910944,土,4.23272769442571,NA,NA
墩,6.642696282293131,0.9310344827586207,15,0.12502558681994894,土,4.23272769442571,敦,0.5257701857245252
壁,6.504983826361058,1,16,1.2876091649490415,土,4.23272769442571,辟,2.4225735904342263
壑,6.783806838032945,0.8275862068965517,17,0.021974455110060194,土,4.23272769442571,NA,NA
壕,6.725438974453083,0.6896551724137931,17,0.012710712741786966,土,4.23272769442571,豪,0.788217880719231
壤,6.6232246128376655,0.8275862068965517,20,0.012710712741786966,土,4.23272769442571,襄,1.2282976764748628
士,6.380341844310182,1,3,0.9637264553108557,士,2.9763159953916385,NA,NA
壬,6.3919427955018895,0.9655172413793104,4,0.048674814992229434,士,2.9763159953916385,NA,NA
壮,6.391096077576206,1,6,0.9626723362365548,士,2.9763159953916385,丬,2.4078502826739516
声,6.33338859533848,1,7,2.247347136736977,士,2.9763159953916385,声,2.7085803954508263
壳,6.395524874755409,0.9655172413793104,7,1.1438918762376697,士,2.9763159953916385,NA,NA
壶,6.3913500898592135,1,10,1.18656648148328,士,2.9763159953916385,NA,NA
壹,6.5493734168664375,0.9655172413793104,12,0.16423385469261065,士,2.9763159953916385,NA,NA
处,6.421895115188918,1,5,2.1526304458933265,夂,3.1024497941757505,NA,NA
备,6.399766256424455,0.9310344827586207,8,0.9548838264283198,夂,3.1024497941757505,NA,NA
复,6.423707325860442,0.9655172413793104,9,0.9049750708968238,夂,3.1024497941757505,复,2.6176034236786063
夏,6.371946726454539,1,10,1.6221051765813939,攵,3.707582583117969,NA,NA
夕,6.322947764797026,1,3,0.528852450779512,夕,3.7384859625508144,NA,NA
外,6.338075844506132,1,5,2.0728004148731065,夕,3.7384859625508144,NA,NA
多,6.371823201553875,1,6,3.3933415162988507,夕,3.7384859625508144,NA,NA
夜,6.358820724383642,1,8,2.7228332574294036,夕,3.7384859625508144,NA,NA
够,6.45156296033012,0.9655172413793104,11,2.4316009528442,夕,3.7384859625508144,句,2.7980262350625416
大,6.265886117949461,0.9655172413793104,3,3.373510309760267,大,4.221963967423493,NA,NA
天,6.352173390363188,0.9655172413793104,4,3.4208666293575165,大,4.221963967423493,NA,NA
太,6.395561653581523,0.9310344827586207,4,3.2904585430595676,大,4.221963967423493,NA,NA
夫,6.405979122442793,0.9655172413793104,4,1.1475743071503464,大,4.221963967423493,NA,NA
夭,6.4799275751321614,1,4,0.05438320830547721,大,4.221963967423493,NA,NA
央,6.355402989949702,1,5,0.22198770161943043,大,4.221963967423493,NA,NA
失,6.38392782610057,1,5,1.298106058874884,大,4.221963967423493,NA,NA
头,6.3184165559248715,0.9655172413793104,5,2.518542233899716,大,4.221963967423493,NA,NA
夷,6.424336430115135,0.9310344827586207,6,0.2979573758101091,大,4.221963967423493,NA,NA
夸,6.31205949649739,1,6,0.5520473518436178,大,4.221963967423493,亏,1.5470605468545655
夹,6.338358886961796,1,6,1.388488411052894,大,4.221963967423493,NA,NA
夺,6.375343086673122,0.9655172413793104,6,1.0970767500776384,大,4.221963967423493,NA,NA
奄,6.448887916350652,0.8620689655172413,8,0.012710712741786966,大,4.221963967423493,电,3.070099920083709
奇,6.344626624681632,1,8,1.1981427757790926,大,4.221963967423493,可,3.2256940047552276
奈,6.463663562300292,1,8,0.6835063185084436,大,4.221963967423493,NA,NA
奉,6.392933916644135,1,8,0.6333371373964249,大,4.221963967423493,NA,NA
奋,6.506236375243914,0.9310344827586207,8,0.14391993838583653,大,4.221963967423493,NA,NA
奎,6.619697601930918,0.7586206896551724,9,0.3091615579046436,大,4.221963967423493,圭,2.9902916926420664
奏,6.471268007312229,1,9,0.5162973390957034,大,4.221963967423493,NA,NA
契,6.596663630764417,1,9,0.27975817280247295,大,4.221963967423493,NA,NA
奔,6.408990970784755,0.9655172413793104,8,1.557597419919742,大,4.221963967423493,NA,NA
奖,6.383740570122374,1,9,2.313765592003295,大,4.221963967423493,NA,NA
套,6.485101417838319,1,10,2.534798260222217,大,4.221963967423493,NA,NA
奚,6.664053861754776,0.7241379310344828,10,0.015820634262069203,大,4.221963967423493,NA,NA
奠,6.509204928668191,1,12,0.025018972282759518,大,4.221963967423493,NA,NA
奢,6.641274877566632,0.896551724137931,11,0.13928073271852426,大,4.221963967423493,者,3.674536143019684
奥,6.440548834554979,1,12,1.0509440110493278,大,4.221963967423493,NA,NA
女,6.274878238585274,1,3,2.7925936595091616,女,4.269177567435606,NA,NA
奴,6.526964444913569,0.9655172413793104,5,0.7642508754387732,女,4.269177567435606,NA,NA
奶,6.4297116395468645,1,5,0.9156636035057731,女,4.269177567435606,乃,2.569558825843605
奸,6.490525776329851,0.9655172413793104,6,0.25002944969093416,女,4.269177567435606,NA,NA
她,6.649875304164731,0.5862068965517241,6,3.4050654722755986,女,4.269177567435606,也,3.9184734214945616
好,6.449383027906955,0.8620689655172413,6,3.853821694431973,女,4.269177567435606,NA,NA
如,6.359995657716045,1,6,2.4130859178254207,女,4.269177567435606,NA,NA
妃,6.449255109514386,0.896551724137931,6,0.3075816047506296,女,4.269177567435606,NA,NA
妄,6.4340114325468996,1,6,0.27293177938707075,女,4.269177567435606,亡,2.859834832135392
妆,6.469926082734874,1,6,0.7075105629602094,女,4.269177567435606,丬,2.4078502826739516
妇,6.453323575405479,1,6,0.4675785104027364,女,4.269177567435606,NA,NA
妈,6.425906627068989,0.9655172413793104,6,2.6713361585851274,女,4.269177567435606,马,3.6079511865315235
妍,6.56847947649876,0.7241379310344828,7,0.22198770161943043,女,4.269177567435606,NA,NA
妒,6.504782151135968,1,7,0.37090150486776863,女,4.269177567435606,户,2.605118787629053
妓,6.518929536149197,1,7,0.43335373570497193,女,4.269177567435606,支,2.4357225617795506
妖,6.338166082671384,1,7,0.6219548200449017,女,4.269177567435606,夭,2.9214475217874503
妙,6.3735986136492535,1,7,1.275145438488468,女,4.269177567435606,少,2.7911497946595354
妞,6.510776885387647,0.896551724137931,7,1.103721641802047,女,4.269177567435606,丑,2.133783130335298
妥,6.416185969324288,1,7,0.49519731836545755,女,4.269177567435606,NA,NA
妮,6.524723288734965,0.9655172413793104,8,1.0098374243056891,女,4.269177567435606,尼,3.0864661842014893
妲,6.666116059010864,0.8275862068965517,8,0.1899392549275125,女,4.269177567435606,旦,3.2137262745313246
妹,6.396741738824787,1,8,1.2748041896345614,女,4.269177567435606,未,2.9147322079956126
妻,6.404505774093579,1,8,1.4226440001851022,女,4.269177567435606,NA,NA
妾,6.547157468429045,0.9310344827586207,8,0.16861532221101738,女,4.269177567435606,NA,NA
姊,6.683019353142097,0.6551724137931034,8,0.17727671125858632,女,4.269177567435606,NA,NA
始,6.512457421812783,1,8,0.785336954534081,女,4.269177567435606,台,3.0192824957617317
姐,6.550428088968247,0.8275862068965517,8,1.4858221824669262,女,4.269177567435606,且,3.1142064216637513
姑,6.365236476724602,0.9310344827586207,8,0.8729716307384436,女,4.269177567435606,古,3.0270373744391095
姓,6.335733298466119,0.9310344827586207,8,1.4682202733061518,女,4.269177567435606,NA,NA
委,6.456496637841098,1,8,0.3381974334062819,女,4.269177567435606,NA,NA
姗,6.638155380893941,0.7931034482758621,8,0.21221424741994135,女,4.269177567435606,册,1.3018326981843966
姚,6.547276775332328,0.9655172413793104,9,0.6678823651762451,女,4.269177567435606,兆,2.8260508186119604
姜,6.468660464931071,1,9,1.185306954569373,女,4.269177567435606,羊,3.391703798512999
姝,6.51694858475964,0.7931034482758621,9,0.015820634262069203,女,4.269177567435606,朱,2.1559354359489156
姣,6.533751361601687,0.9310344827586207,9,0.021974455110060194,女,4.269177567435606,交,2.8309085303156833
姥,6.5129544998282105,1,9,0.048674814992229434,女,4.269177567435606,老,1.8606116756074385
姨,6.465341769604134,0.9310344827586207,9,0.34695899867352903,女,4.269177567435606,夷,1.9378642867327398
姬,6.540577731102827,0.9310344827586207,10,0.3612177125816818,女,4.269177567435606,NA,NA
姻,6.601990188235657,0.9655172413793104,9,0.015820634262069203,女,4.269177567435606,因,2.6387652208081636
姿,6.514880592497187,1,9,0.3987730546088588,女,4.269177567435606,次,2.5033467679476438
威,6.563555651207543,1,9,0.6587933767879285,女,4.269177567435606,戌,2.1430766593789214
娃,6.419528863624951,1,9,0.7326590809442658,女,4.269177567435606,圭,2.9902916926420664
娄,6.615756072530616,0.896551724137931,9,0.0792174357465669,米,3.3247116800908185,NA,NA
娇,6.46700223858205,0.9655172413793104,9,0.9905297602942901,女,4.269177567435606,乔,2.223486336017073
娑,6.740186742737826,0.8275862068965517,10,0.021974455110060194,女,4.269177567435606,沙,1.939864055346683
娘,6.386697351059499,0.9655172413793104,10,1.6263126455659176,女,4.269177567435606,良,3.0219413419383674
娟,6.418173151647488,1,10,0.2571984261393445,女,4.269177567435606,肙,1.5338381250768436
娣,6.64024472642671,0.9310344827586207,10,0.05438320830547721,女,4.269177567435606,弟,2.2567533345432698
娥,6.591674903439837,0.9655172413793104,10,0.0792174357465669,女,4.269177567435606,我,3.0824706620098707
娱,6.398959678056446,0.9655172413793104,10,1.0614110080160521,女,4.269177567435606,吴,2.2479246815497147
娴,6.467651189874129,1,10,0.02804229509074957,女,4.269177567435606,闲,0.8868402761238081
娶,6.5082428560175325,0.9655172413793104,11,1.9180371553645228,女,4.269177567435606,取,2.6364234996491542
婆,6.569717814662859,0.9655172413793104,11,0.6594978595409017,女,4.269177567435606,波,2.378837424342532
婉,6.6415416161302065,0.9655172413793104,11,0.03996902686746079,女,4.269177567435606,宛,1.9770684696118326
婊,6.541748464405209,0.9310344827586207,11,0.060055364824844734,女,4.269177567435606,表,1.26394363421885
婚,6.43235047510699,0.9655172413793104,11,1.3582433150842754,女,4.269177567435606,昏,2.5340856587307634
婴,6.437358566609631,1,11,0.5172750933698035,女,4.269177567435606,NA,NA
婶,6.461952358369835,1,11,0.08457627793433102,女,4.269177567435606,审,0.9125036984520812
媒,6.458835855912313,1,12,0.6998723986932514,女,4.269177567435606,某,2.074681159511662
媚,6.463905503052529,0.9655172413793104,12,0.5133374807703558,女,4.269177567435606,眉,1.4109542882348851
媳,6.492174725594815,0.896551724137931,13,0.012710712741786966,女,4.269177567435606,息,1.5716086880237228
嫁,6.464664402670803,0.9655172413793104,13,1.7424878930410923,女,4.269177567435606,家,1.8535777604699455
嫂,6.445223547769451,1,13,0.10778638431595332,女,4.269177567435606,叟,2.262849366305858
嫌,6.532172168747133,0.9655172413793104,13,1.3113532780411492,女,4.269177567435606,兼,2.2287362166735143
嫖,6.573493977020485,0.9655172413793104,14,0.14160653011825053,女,4.269177567435606,票,2.4747880486296663
嫩,6.556224477472918,0.9310344827586207,14,0.547503955893325,女,4.269177567435606,敕,1.5069891158618194
嬉,6.511680062644823,0.9310344827586207,15,0.25541724580849623,女,4.269177567435606,喜,1.9157579936267821
嬴,6.808420693790903,0.6896551724137931,16,0.05438320830547721,女,4.269177567435606,NA,NA
嬷,6.788773521526162,0.8620689655172413,17,0.012710712741786966,女,4.269177567435606,麽,0.6303363278982399
子,6.415588138415438,1,3,1.8393994775898317,子,3.807437639127263,NA,NA
孔,6.368983554373709,1,4,0.9332847723486948,子,3.807437639127263,NA,NA
孕,6.616058596745792,0.8620689655172413,5,0.5269463481579993,子,3.807437639127263,NA,NA
孖,6.71461594299304,0.20689655172413793,6,0.025018972282759518,子,3.807437639127263,子,2.9116257549195
字,6.310609936703618,0.9655172413793104,6,2.2768159888567476,子,3.807437639127263,子,2.9116257549195
存,6.418497903360881,1,6,1.4973429992321114,子,3.807437639127263,才,3.9759989207922715
孙,6.37398018482696,1,6,0.9264762134224607,子,3.807437639127263,NA,NA
孚,6.55153520838606,0.8620689655172413,7,0.08721334123161469,子,3.807437639127263,NA,NA
孛,6.788750756669918,0.27586206896551724,7,0.15305227506710875,子,3.807437639127263,NA,NA
孝,6.42117131976774,1,7,0.7420885374279391,子,3.807437639127263,NA,NA
孟,6.4169872459296435,0.9655172413793104,8,0.15980773296943054,子,3.807437639127263,皿,1.0404164001272704
季,6.429238841206334,1,8,2.113767594518454,子,3.807437639127263,NA,NA
孤,6.475021867382973,0.9655172413793104,8,0.9668641731468635,子,3.807437639127263,瓜,2.2261192090615287
学,6.336787579451104,0.9655172413793104,8,2.152539978764083,子,3.807437639127263,NA,NA
孩,6.541739337107079,1,9,0.6219548200449017,子,3.807437639127263,亥,3.304886619266388
孪,6.6436569820510005,0.9655172413793104,9,0.006380458549693074,子,3.807437639127263,NA,NA
孬,6.851949093639418,0.896551724137931,10,0.05153839051532738,子,3.807437639127263,NA,NA
孰,6.637422975446679,0.9655172413793104,11,1.224652172962404,子,3.807437639127263,NA,NA
孵,6.670295982237824,0.8275862068965517,14,0.11770206120931508,子,3.807437639127263,孚,1.9943118724614664
孽,6.971748774689132,0.3793103448275862,20,0.20019363714120006,子,3.807437639127263,薛,1.3762155028701883
宁,6.350583997036237,1,5,0.9129178584207295,宀,4.1521341883619884,丁,3.2909525409149207
它,6.367486206386744,0.9655172413793104,5,2.886649129164012,宀,4.1521341883619884,NA,NA
宅,6.409913156703593,0.9655172413793104,6,0.9954377431361341,宀,4.1521341883619884,乇,2.395363092460827
宇,6.421188196091967,0.9655172413793104,6,0.39748810738143453,宀,4.1521341883619884,于,1.8794995799422387
守,6.321584898756867,1,6,1.4881303190818458,宀,4.1521341883619884,NA,NA
安,6.326974994626794,1,6,1.5474029969756085,宀,4.1521341883619884,NA,NA
宋,6.342021990063257,0.9655172413793104,7,1.0101514907690368,宀,4.1521341883619884,NA,NA
完,6.351466658410617,1,7,2.5757569059294565,宀,4.1521341883619884,元,3.5389871471781786
宏,6.427666767571159,1,7,0.20221577580113148,宀,4.1521341883619884,厷,2.3541985555104348
宕,6.681678558196308,0.8275862068965517,8,0.018908444316327377,宀,4.1521341883619884,NA,NA
宗,6.3629336522999544,1,8,0.8341980945620742,宀,4.1521341883619884,NA,NA
