char,rt_ms,correct
丏,752.384999999776,1
丏,1121.97999999952,1
丐,803.635000003967,1
丐,551.640000001527,1
丐,929.30999999959,1
丐,664.694999999367,1
丐,702.120000001974,1
丐,559.280000001192,1
丐,618.605000001844,1
丐,531.435000000813,1
丐,530.904999999329,1
丐,534.23999999743,1
丐,496.79499999946,1
丐,645.600000000093,1
丐,436.5,1
丐,544.760000000708,1
丐,538.860000000102,1
丐,664.099999999977,1
丐,663.775000001071,1
丐,575.290000000736,1
丐,590.964999999385,1
丐,508.90000000596,1
丐,612.81500000041,1
丐,523.90000000596,1
丐,622.429999999236,1
丐,552.660000000615,1
丐,1040.31000000396,1
丐,560.115000000224,1
丐,672.624999999069,1
丐,461.010000003036,1
丑,473.10000000149,1
丑,492.399999998976,1
丑,535.094999998808,1
丑,541.860000001208,1
丑,490.804999997607,1
丑,417.405000000144,1
丑,452.505000001285,1
丑,600.995000000577,1
丑,468.759999999777,1
丑,604.105000000331,1
丑,526.340000000317,1
丑,552.224999999628,1
丑,564.654999998398,1
丑,523.180000000168,1
丑,517.070000001229,1
丑,606.67499999539,1
丑,1096.89999999688,1
丑,640.475000000093,1
丑,458.220000000205,1
丑,487.564999999362,1
丑,562.030000001192,1
丑,554.280000000261,1
丑,490.699999999255,1
丑,477.699999995995,1
丑,559.39999999851,1
丑,538.440000000177,1
丑,613.490000003017,1
丑,486.660000002012,1
丑,559.999999997672,1
专,579.225000000559,1
专,459.249999999767,1
专,518.884999997448,1
专,441.200000001118,1
专,592.170000000799,1
专,494.305000000168,1
专,557.02500000177,1
专,425.899999998044,1
专,557.815000000061,1
专,487.099999999627,1
专,522.204999998212,1
专,553.110000000801,1
专,536.059999998193,1
专,581.390000001527,1
专,515.72999999905,1
专,651.720000001602,1
专,492.394999993965,1
专,881.39999999851,1
专,517.560000000231,1
专,473.624999998719,1
专,520.870000000112,1
专,628.44000000041,1
专,575.160000000382,1
专,486.824999999953,1
专,491.679999999236,1
专,618.005000003905,1
专,498.594999997178,1
且,449.074999996694,1
且,541.249999994878,1
且,573.595000001602,1
且,455.075000001583,1
且,578.659999999218,1
且,554.909999999218,1
且,400.200000000186,1
且,511.64499999868,1
且,607.805000000168,1
且,418.519999999087,1
且,827.734999998938,1
且,497.525000006193,1
且,516.540000004228,1
且,593.404999999679,1
且,928.410000000615,1
且,535.800000000629,1
且,546.384999994189,1
且,512.324999999721,1
且,579.095000000903,1
且,590.699999993667,1
且,516.185000000521,1
且,523.145000002813,1
且,952.844999999739,1
且,1108.69999999926,1
且,446.89500000095,1
且,501.900000000372,1
且,563.949999999721,1
且,454.510000003502,1
丕,844.105000000447,1
丕,1023.89500000025,1
丕,942.299999995157,1
丕,708.95999999973,1
丕,734.094999999856,1
丕,776.689999999013,1
丕,861.100000000559,1
丕,1300.15999999875,1
丕,764.409999999683,1
世,476.274999999907,1
世,519.20500000054,1
世,625.635000000708,1
世,674.899999998277,1
世,550.194999999832,1
世,707.034999998286,1
世,666.949999998906,1
世,615.395000000717,1
世,574.525000003632,1
世,447.10000000149,1
世,586.98,1
世,532.299999998882,1
世,531.400000000372,1
世,535.369999999646,1
世,650.564999999944,1
世,551.10000000149,1
世,540.214999999152,1
世,523.774999999907,1
世,699.124999999069,1
世,526.734999999404,1
世,458.39999999851,1
世,525.895000002347,1
世,626.465000001248,1
世,460.790000000037,1
世,626.250000001164,1
世,416.740000000456,1
世,600.464999999851,1
世,502.445000000065,1
世,589.699999999255,1
丘,510.979999999981,1
丘,470.704999999725,1
丘,580.874999999069,1
丘,456.564999998664,1
丘,708.34999999986,1
丘,505.729999997129,1
丘,893.554999999702,1
丘,570.435000001453,1
丘,716.779999998864,1
丘,839.225000003353,1
丘,648.89499999769,1
丘,483.974999995669,1
丘,557.959999999614,1
丘,536.905000000959,1
丘,573.084999999963,1
丘,474.5,1
丘,805.290000003995,1
丘,525.280000002123,1
丘,514.454999996815,1
丘,440.900000002235,1
丘,447.490000000456,1
丘,660.185000000521,1
丘,559.935000001453,1
丘,558.884999998379,1
丘,492.174999999581,1
丘,514.90499999607,1
丘,506.504999997094,1
丘,502.384999999777,1
丙,499.739999999292,1
丙,581.69999999553,1
丙,669.600000000093,1
丙,646.620000000461,1
丙,629.265000000596,1
丙,484.259999997448,1
丙,559.730000000854,1
丙,806.27000000095,1
丙,739.995000000112,1
丙,453.799999995856,1
丙,524.199999999255,1
丙,541.030000000261,1
丙,665.730000000447,1
丙,542.865000003017,1
丙,535.139999999956,1
丙,503.249999999534,1
丙,533.805000001099,1
丙,615.824999998964,1
丙,477.424999997311,1
丙,573.67,1
丙,630.580000001006,1
丙,520.994999998715,1
丙,573.27000000095,1
丙,597.835000000545,1
丙,456.364999999991,1
丙,513.075000002515,1
丙,601.344999999274,1
丙,645.300000000279,1
丙,565.190000001341,1
业,458.635000000708,1
业,509.744999999384,1
业,532.070000001229,1
业,552.429999999702,1
业,537.435000000056,1
业,518.659999994212,1
业,565.37499999837,1
业,611.544999999693,1
业,517.475000000559,1
业,709.985000001267,1
业,443.244999998482,1
业,534.199999999255,1
业,482.875000001397,1
业,493.050000000745,1
业,620.224999998696,1
业,617.649999999907,1
业,519.124999998603,1
业,630.245000000112,1
业,731.964999999851,1
业,528.5,1
业,499.695000000531,1
业,631.639999999432,1
业,502.075000003912,1
业,693.695000000298,1
业,532.610000002082,1
业,592.290000000503,1
业,560.875000002794,1
业,553.86499999417,1
丛,1293.00000000512,1
丛,599.255000000354,1
丛,992.335000000778,1
丛,716.290000003763,1
丛,636.420000002603,1
丛,623.92499999987206,1
丛,522.689999999784,1
丛,701.639999999199,1
丛,800.21000000136,1
丛,705.400000002235,1
丛,518.14000000013,1
丛,549.010000002454,1
丛,704.854999999981,1
丛,619.214999998687,1
丛,792.729999999632,1
丛,642.80000000447,1
丛,649.904999998398,1
丛,514.14000000013,1
丛,643.609999999171,1
丛,578.540000000503,1
丛,934.000000001164,1
丛,613.135000006878,1
东,518.280000000261,1
东,520.399999997579,1
东,593.184999997728,1
东,448.02999999933,1
东,568.07500000298,1
东,673.099999999628,1
东,473.69999999553,1
东,642.210000005085,1
东,529.000000002328,1
东,542.400000002235,1
东,526.075000001583,1
东,610.829999997746,1
东,432.504999998841,1
东,555.39999999851,1
东,470.919999999751,1
东,525.255000000354,1
东,607.349999999336,1
东,540.280000000959,1
东,470.79500000109,1
东,573.169999995967,1
东,641.9449999996,1
东,441.205000002868,1
东,593.864999999758,1
东,548.01000000583,1
东,520.075000000186,1
东,425.104999998584,1
东,436.779999999795,1
东,504.975000003353,1
东,728.035000000033,1
丝,635.315000000468,1
丝,632.360000003129,1
丝,471.554999996442,1
丝,548.774999998976,1
丝,518.790000000037,1
丝,486.894999998156,1
丝,613.439999997616,1
丝,559.430000001099,1
丝,740.01500000339,1
丝,520.54499999946,1
丝,595.439999999246,1
丝,478.559999995865,1
丝,628.419999999925,1
丝,591.610000003129,1
丝,534.035,1
丝,598.930000000168,1
丝,524.104999999981,1
丝,571.145000001648,1
丝,537.21,1
丝,635.599999999628,1
丝,614.874999999302,1
丝,619.885000000009,1
丝,546.994999998831,1
丝,538.980000001146,1
丝,583.385000005364,1
丝,791.799999998882,1
丝,691.470000004862,1
丝,565.6650000019,1
丝,459.300000000745,1
丞,642.840000000317,1
丞,528.094999994151,1
丞,735.550000001211,1
丞,719.570000000997,1
丞,672.205000002519,1
丞,641.090000000026,1
丞,797.810000000056,1
丞,486.160000000382,1
丞,556.899999995949,1
丞,1014.28000000305,1
丞,526.884999999311,1
丞,517.985000005923,1
丞,563.755000004545,1
丞,481.455000001006,1
丞,646.969999999768,1
丞,579.129999998258,1
丞,553.059999998193,1
丞,660.485000000335,1
丞,589.729999999749,1
丞,805.725000000559,1
丞,619.489999999758,1
丞,803.584999997867,1
丞,550.389999996638,1
丞,865.334999998566,1
丞,529.290000005858,1
丞,534.765000000363,1
丞,446.514999999665,1
丞,1013.59999999963,1
丞,710.670000000391,1
丢,704.405000000494,1
丢,557.845000002999,1
丢,553.190000000177,1
丢,699.505000000354,1
丢,552.459999999031,1
丢,506.905000002123,1
丢,547.254999997676,1
丢,593.410000001313,1
丢,559.549999999814,1
丢,602.229999996722,1
丢,502.140000000509,1
丢,563.260000002803,1
丢,644.484999997076,1
丢,388.5,1
丢,548.604999999981,1
丢,568.800000000978,1
丢,663.220000000671,1
丢,629.194999997737,1
丢,426.050000001676,1
丢,486.579999999842,1
丢,589.130000000354,1
丢,557.650000002235,1
丢,482.69999999553,1
丢,1265.57000000309,1
丢,525.60000000149,1
丢,532.855000004638,1
两,610.289999997243,1
两,495.29999999702,1
两,615.60500000231,1
两,582.28,1
两,594.180000000051,1
两,611.214999999909,1
两,472.419999998179,1
两,1226.14999999851,1
两,592.61499999417,1
两,578.495000001043,1
两,470.375000000931,1
两,672.255000005011,1
两,513.345000001136,1
两,529.725000000326,1
两,490.654999997933,1
两,559.090000002179,1
两,454.630000000121,1
两,523.980000001728,1
两,483.430000000168,1
两,538.260000001173,1
两,612.085000000894,1
两,653.110000006854,1
两,900.440000001225,1
两,511.300000000745,1
两,655.865000000689,1
两,565.884999999776,1
两,526.445000003208,1
两,899.695000000298,1
两,610.390000001527,1
严,832.13499999966,1
严,414.900000000372,1
严,590.025000001537,1
严,532.10499999841,1
严,462.800000000745,1
严,676.939999999479,1
严,536.509999998089,1
严,459.770000001299,1
严,571.215000003576,1
严,687.165000000037,1
严,503.249999997905,1
严,492.459999999497,1
严,829.839999998454,1
严,892.429999999877,1
严,546.83,1
严,592.810000001919,1
严,521.705000002868,1
严,668.130000000005,1
严,477.859999999055,1
严,582.305000000633,1
严,547.379999999888,1
严,549.865000001155,1
严,628.96,1
严,597.224999999977,1
严,638.199999999255,1
严,775.115000000224,1
严,543.564999999479,1
严,466.909999995492,1
严,474.384999994189,1
丽,459.39999999851,1
丽,497.840000000084,1
丽,531.620000001509,1
丽,582.469999999274,1
丽,548.674999998417,1
丽,592.5,1
丽,591.029999995953,1
丽,503.569999999891,1
丽,525.689999998547,1
丽,509.020000001416,1
丽,580.854999999516,1
丽,791.255000000121,1
丽,552.564999998081,1
丽,815.819999999832,1
丽,555.300000000047,1
丽,636.60000000149,1
丽,620.920000001206,1
丽,755.649999999208,1
丽,588.43499999959,1
丽,525.400000000372,1
丽,612.379999998491,1
丽,465.229999998119,1
丽,491.385000001173,1
丽,532.030000002123,1
丽,598.830000002636,1
丽,566.274999997462,1
丽,678.939999999828,1
丧,608.240000001388,1
丧,638.774999999441,1
丧,535.199999999255,1
丧,636.024999999674,1
丧,685.885000000009,1
丧,559.314999998547,1
丧,646.224999996601,1
丧,430.32500000007,1
丧,437.5,1
丧,633.719999997993,1
丧,682.79999999702,1
丧,562.605000000447,1
丧,653.670000003301,1
丧,536.024999997579,1
丧,471.02000000095,1
丧,621.89999999851,1
丧,540.3050000004,1
丧,511.140000002459,1
丧,636.579999998445,1
丧,559.419999997597,1
丧,559.320000000298,1
丧,539.874999998137,1
丧,712.399999996705,1
丧,625.679999997374,1
丧,622.214999999851,1
丧,619.469999999506,1
丧,430,1
丧,593.504999999888,1
丧,534.149999999441,1
个,689.530000003055,1
个,518.205000000075,1
个,644.605000001378,1
个,570.854999998119,1
个,763.5,1
个,699.349999998696,1
个,420.884999999544,1
个,597.284999999683,1
个,540.150000000838,1
个,515.899999999907,1
个,488.200000001118,1
个,548.659999999567,1
个,426.644999999553,1
个,863.069999999367,1
个,637.425000000745,1
个,601.595000000088,1
个,828.300000000978,1
个,554.299999999814,1
个,1262.26499999757,1
个,598.10999999987,1
个,527.570000002161,1
个,630.839999999851,1
个,525.389999999781,1
个,704.320000004256,1
个,765.054999999818,1
个,580.80000000447,1
个,586.64999999979,1
丫,579.310000000987,1
丫,580.495000000112,1
丫,545.324999999255,1
丫,718.404999999562,1
丫,627.084999999963,1
丫,516.015000000596,1
丫,1059.88000000082,1
丫,598.22500000149,1
丫,687.10999999987,1
丫,631.485000001732,1
丫,540.280000001192,1
丫,939.91499999538,1
丫,630.069999999367,1
丫,515.060000001453,1
丫,755.774999997811,1
丫,715.134999998845,1
丫,600.955000001937,1
丫,538.44000000041,1
丫,509.590000001714,1
丫,532.989999999641,1
丫,527.460000000196,1
丫,611.095000000205,1
丫,565.20000000298,1
丫,644.379999999888,1
丫,615.060000003548,1
丫,620.10000000149,1
丫,635.760000001028,1
中,410.564999998547,1
中,599.300000001676,1
中,632.284999999683,1
中,541.979999999981,1
中,518.425000002026,1
中,489.900000000372,1
中,1026.4299999983,1
中,565.515000001993,1
中,539.089999998396,1
中,647.404999999329,1
中,486.06000000285,1
中,540.97000000003,1
中,493.799999996554,1
中,490.219999999739,1
中,821.5,1
中,587.864999999991,1
中,836.049999997951,1
中,475.500000000466,1
中,430,1
中,590.374999999767,1
中,479.270000003511,1
中,499.400000000372,1
中,512.780000000959,1
中,521.235000000335,1
中,585.939999997383,1
中,679.829999999143,1
中,513.380000000354,1
中,489.350000003353,1
中,451.889999998501,1
丰,610.690000001341,1
丰,600.064999999479,1
丰,592.799999998417,1
丰,900.899999998743,1
丰,492.5,1
丰,574.935000000056,1
丰,531.4550000038,1
丰,551.844999998109,1
丰,1063.39999999851,1
丰,567.705000001355,1
丰,769.505000000121,1
丰,422.585000000196,1
丰,506.700000000186,1
丰,465.199999998789,1
丰,573.61499999743,1
丰,556.47499999759,1
丰,557.774999997579,1
丰,632.409999998752,1
丰,726.684999999707,1
丰,626.815000003204,1
丰,575.060000000114,1
丰,532.590000002529,1
丰,516.970000000612,1
丰,581.684999997728,1
丰,675.68499999831,1
丰,503.550000001211,1
丰,610.814999999944,1
丰,588.129999996163,1
串,561.045000001788,1
串,508.300000000745,1
串,532.980000003241,1
串,694.170000002254,1
串,587.214999999385,1
串,592.384999999776,1
串,510.645000001881,1
串,526.590000000317,1
串,667.26500000013,1
串,554.115000003017,1
串,430.824999999488,1
串,559.860000001034,1
串,547.934999994934,1
串,493.634999998962,1
串,720.914999999572,1
串,521,1
串,597.665000000969,1
串,519.860000000335,1
串,477.389999999898,1
串,522.139999997278,1
串,515.615000000224,1
串,530.240000000224,1
串,553.625000000466,1
串,539.71499999892,1
串,569.524999998976,1
串,518.579999999842,1
串,605.929999999702,1
串,624.190000002272,1
临,588.200000000186,1
临,445.695000002161,1
临,577.245000000345,1
临,600.609999999404,1
临,649.304999999003,1
临,686.150000001304,1
临,648.175000002084,1
临,538.32500000135,1
临,629.194999994012,1
临,581.259999998845,1
临,582.414999998873,1
临,583.554999996908,1
临,651.754999998957,1
临,624.494999999995,1
临,579.299999999435,1
临,635.969999999274,1
临,655.90000000596,1
临,505.165000002366,1
临,962.75,1
临,545.400000000372,1
临,603.669999996782,1
临,455.31000000122,1
临,758.860000001732,1
临,674.725000000093,1
临,622.495000003371,1
临,514.79999999702,1
临,475.454999999609,1
临,561.375000004773,1
临,426.330000002054,1
丸,579.694999992847,1
丸,468.455000000307,1
丸,580.474999998929,1
丸,418.799999999814,1
丸,583.954999998212,1
丸,532.119999999879,1
丸,532.414999994449,1
丸,1191.00500000035,1
丸,691.375000002328,1
丸,600.119999995455,1
丸,1335.54999999981,1
丸,527.570000002161,1
丸,462.875000004657,1
丸,837.494999999763,1
丸,541.180000000168,1
丸,662.350000006147,1
丸,686.545000000391,1
丸,595.170000000391,1
丸,649.595000002533,1
丸,482.5,1
丸,529.464999999618,1
丸,773.105000000214,1
丸,503.344999997178,1
丸,619.289999995148,1
丸,558.660000002477,1
丸,597.214999994263,1
丸,491.425000000163,1
丸,903.300000000745,1
义,541.330000000075,1
义,604.189999999944,1
义,501.114999999991,1
义,508.73999999743,1
义,626.925000000512,1
义,523.025000000605,1
义,641.774999999907,1
义,599.679999999702,1
义,591.435000000289,1
义,542.620000000112,1
义,506.885000002454,1
义,609.735,1
义,1034.69999999926,1
义,550.989999999758,1
义,592.004999998491,1
义,610.759999995818,1
义,497.880000002682,1
义,574.279999999795,1
义,509.210000000196,1
义,588.384999998845,1
义,1111.5,1
义,732.654999999329,1
义,575.100000000093,1
义,662.010000000009,1
义,528.614999999292,1
义,759.834999997169,1
义,695.079999997746,1
义,566.079999998678,1
丹,537.015000001993,1
丹,519.745000001509,1
丹,679.894999999553,1
丹,580.490000000224,1
丹,551.190000001807,1
丹,493.225000005623,1
丹,596.634999994654,1
丹,597.369999999413,1
丹,474.10000000149,1
丹,602.189999999479,1
丹,646.854999999981,1
丹,475.929999996908,1
丹,534.29999999702,1
丹,535.530000000959,1
丹,777.505000000005,1
丹,535.415000000386,1
丹,469.12999999951,1
丹,570.375000002969,1
丹,511.109999999404,1
丹,685.934999994468,1
丹,590.234999999637,1
丹,849.235000002198,1
丹,560.52499999979,1
丹,567.579999999143,1
丹,519.475000000966,1
丹,579.490000003716,1
丹,555.95999999973,1
为,530.650000000372,1
为,525.574999999721,1
为,554.029999999329,1
为,505.544999999926,1
为,478.800000000745,1
为,510.099999999627,1
为,440.955000000016,1
为,582.754999999423,1
为,486.529999998165,1
为,518.810000001453,1
为,544.820000002626,1
为,695.299999999348,1
为,398.299999999814,1
为,554.850000000326,1
为,453.289999997709,1
为,570.06500000041,1
为,501.799999999814,1
为,553.329999999609,1
为,514.699999999721,1
为,511.405000004743,1
为,648.614999999758,1
为,711.339999998047,1
为,565.880000001984,1
为,523.869999997318,1
为,581.854999996722,1
为,509.930000000168,1
为,595.865000002552,1
为,483.080000000074,1
为,873.785000003409,1
主,529.989999999991,1
主,643.244999999297,1
主,554.499999998137,1
主,581.930000000284,1
主,478.45000000007,1
主,518.64499999641,1
主,534.375000002794,1
主,861.599999999628,1
主,467.89,1
主,415.915000001434,1
主,657.314999996743,1
主,1375.66000000527,1
主,650.209999999963,1
主,570.49000000552,1
主,562.594999999274,1
主,459.059999997378,1
主,586.499999997206,1
主,455.090000003111,1
主,570.089999999385,1
主,676.164999999863,1
主,569.620000002033,1
主,444.544999998529,1
主,565.33500000299,1
主,584.410000003118,1
主,569.120000000112,1
主,488.255000000121,1
主,529.595000000205,1
主,560.610000000335,1
举,727.579999998678,1
举,434.099999999627,1
举,461.794999998994,1
举,827.694999999832,1
举,596.944999997504,1
举,600.755000000383,1
举,400.300000000745,1
举,577.079999995476,1
举,595.015000000014,1
举,534.795000000158,1
举,1238.86499999953,1
举,571.10499999905,1
举,534.510000001406,1
举,598.660000003409,1
举,543.679999999993,1
举,472.034999998985,1
举,488.085000000894,1
举,524.20000000298,1
举,700.400000001537,1
举,613.230000002543,1
举,784.995000001742,1
举,481.920000002021,1
举,1355.47500000021,1
举,608.704999999609,1
举,629.519999998622,1
举,583.659999996657,1
举,581.575000000186,1
举,511.229999999981,1
乂,542.239999998361,1
乂,728.969999996945,1
乂,561.989999994752,1
乂,1022.68499999959,1
乂,626.879999999888,1
乃,539.675000000047,1
乃,837.05500000366,1
乃,644.380000000587,1
乃,510.80000000447,1
乃,512.925000002724,1
乃,578.284999999683,1
乃,542.244999997318,1
乃,851.099999997765,1
乃,599.864999996498,1
乃,567.990000003017,1
乃,617.714999999851,1
乃,464.224999999744,1
乃,533.950000000652,1
乃,533.400000002235,1
乃,519.540000001143,1
乃,548.599999999628,1
乃,484.5,1
乃,622.815000000875,1
乃,677.535000000033,1
乃,505.454999998678,1
乃,431.80000000447,1
乃,552.970000000671,1
乃,609.375,1
乃,556.254999999946,1
乃,660.940000001574,1
乃,617.125000000931,1
乃,563.374999999767,1
久,491,1
久,524.584999999031,1
久,558.769999999553,1
久,665.619999999879,1
久,528.754999999423,1
久,702.385000000242,1
久,575.089999997988,1
久,533.739999999292,1
久,474.309999997728,1
久,604.429999999702,1
久,622.745000000577,1
久,544.205000000075,1
久,514.944999998901,1
久,583.624999999534,1
久,548.705000001239,1
久,637.434999996796,1
久,467.20000000298,1
久,623.19999999553,1
久,526.780000000028,1
久,487.124999999767,1
久,583.385000000242,1
久,723.310000001453,1
久,522.50500000082,1
久,707.13499999966,1
久,498.105000000563,1
久,515.629999998026,1
久,594.360000002664,1
久,561.474999998609,1
么,709.205000000075,1
么,643.5,1
么,1619.12999999896,1
么,691.200000001118,1
么,1021.53499999992,1
么,1294.84000000055,1
么,458.860000000335,1
么,868.66500000027,1
么,842.974999999569,1
么,1461.99999999953,1
么,1383.40500000049,1
么,816.41999999946,1
么,721,1
么,859.5,1
么,674.54999999993,1
么,969.530000000261,1
么,528.490000000573,1
么,499.62499999674,1
么,1183.12999999762,1
么,635.869999998249,1
之,627.204999999609,1
之,546.70500000054,1
之,627.159999999916,1
之,499.389999999898,1
之,532.834999999963,1
之,546.699999999255,1
之,603.090000000782,1
之,501.559999997029,1
之,591.29999999702,1
之,637.979999999516,1
之,771.079999998678,1
之,911.944999999832,1
之,503.06499999715,1
之,401.365000001621,1
之,499.624999996275,1
之,658.709999999963,1
之,511.274999997113,1
之,619.259999999776,1
之,615.825000000768,1
之,835.699999999255,1
之,506.79999999702,1
之,500.595000001369,1
之,598.525000001304,1
之,460.970000000205,1
之,542.505000005011,1
之,495.204999999143,1
之,675.089999997057,1
之,497.9949999979,1
之,541.505000001285,1
乌,548.410000002943,1
乌,837.23,1
乌,966.650000002235,1
乌,557.155000002123,1
乌,423.56999999992,1
乌,468.905000001541,1
乌,499.625000000378,1
乌,487.62500000163,1
乌,759.48000000068,1
乌,406.60000000149,1
乌,504.544999999926,1
乌,504.040000000037,1
乌,486.390000001527,1
乌,626.469999998808,1
乌,848.870000001625,1
