item,frequency,strokes,log10_frequency,mean_rt_ms,median_rt_ms,trials
埋,39.9036,10,1.601012078383667,700.8924074068634,652.940000000875,27
城,83.3877,9,1.9211019952890878,640.2964814808385,618.350000000559,27
埔,0.0445,10,-1.3516399890190685,816.53533333415,767.139999999665,15
域,0.5189,11,-0.28491632930507277,709.6967241378965,717.080000000075,29
埠,0.0222,11,-1.6536470255493614,852.4541666665979,867.6200000003726,12
埸,0.0297,11,-1.5272435506827877,835.979999999981,835.979999999981,1
培,0.7116,11,-0.14776406058811256,661.1355357143548,640.914999999979,28
基,15.9896,11,1.203837599458203,616.8867241382491,598.754999998957,29
堂,8.8362,11,0.9462655372031755,603.1893103450499,584.369999998715,29
堆,82.98,11,1.9189734304929542,725.6348000000683,677.834999998566,25
堇,0.0148,11,-1.8297382846050425,919.0368181817677,800.125000001397,11
堑,0.0593,11,-1.2269453066357374,865.3269230769506,743.492500000284,26
堕,0.3188,11,-0.4964816872759253,770.8695833329067,665.232499999943,24
堡,2.4018,12,0.3805368404887488,689.1021153844553,616.2074999990875,26
堤,1.2528,12,0.09788174471386815,725.824629629476,664.355000000214,27
堪,10.8377,12,1.0349371250720336,655.97625000007,627.0199999999895,24
堵,43.3284,11,1.6367726520161257,677.9794827589188,627.510000000242,29
塌,2.0163,13,0.30455515012044176,745.1670370367048,664.425000001211,27
塑,0.9711,13,-0.012736045877764468,833.3022222216025,686.22999999905,27
塔,18.3024,13,1.2625080426492579,683.5737499993452,626.412500001723,28
塘,0.1927,13,-0.715118285344547,776.6991999998261,730.980000000214,25
塞,42.424,13,1.6276116141105064,823.4452000002569,727.634999995586,25
填,15.1594,13,1.180682012519926,688.4062500001552,671.4800000019491,28
境,4.0623,14,0.6087719928092037,628.2161111106683,621.274999999907,27
墓,13.7583,14,1.138564775016482,708.5224074075353,688.014999999665,27
墙,48.3395,14,1.6843021539664602,650.7958620689318,606.454999999143,29
增,9.2216,15,0.9648062801518409,729.6555555556157,661.62000000244,27
墨,11.1712,15,1.048099827134085,692.9148214287438,637.9375000016296,28
墩,0.3336,15,-0.4767739580342989,778.2409615386209,752.64000000048,26
壁,18.3914,16,1.264614790093562,683.688333333119,622.835000000079,27
壑,0.0519,17,-1.2848326421515421,924.8173913044724,805.655000000144,23
壕,0.0297,17,-1.5272435506827877,867.5541666665396,755.0600000002889,18
壤,0.0297,20,-1.5272435506827877,765.9882608690444,719.154999998864,23
士,8.1987,3,0.9137449953611897,609.8215517242315,567.384999998612,29
壬,0.1186,4,-0.9259153109717562,610.6216666671248,550.804999999003,27
壮,8.1764,6,0.9125621295547572,603.824999999823,573.19999999553,29
声,175.745,7,2.2448829780543154,573.3117241377737,539.895000001648,29
壳,12.9281,7,1.1115347027498352,607.4742857144271,602.664999998524,28
壶,14.3662,10,1.1573419081986147,611.963620689133,589,29
壹,0.4596,12,-0.3376199799837524,743.0744444448247,665.124999999534,27
处,141.1119,5,2.149563639455374,643.7605172411896,573.554999995511,29
备,8.0133,8,0.9038114020578565,623.0388888883207,579.099999999628,27
复,7.0348,9,0.8472517549148907,644.6239285715563,580.375000000349,28
夏,40.8895,10,1.6116117999999562,603.1110344826623,562.53999999899,29
夕,2.3795,3,0.3764857091347763,576.6853571432488,530.3625000028405,28
外,117.2498,5,2.069112110585667,574.3648214290689,550.04249999905,28
多,2472.6686,6,3.3931659138397947,596.9862068961605,578.670000002719,29
夜,527.2424,8,2.7220103282657657,583.019827586532,565.790000000619,29
够,269.1475,11,2.4299903501883136,637.6059259265766,623.970000000205,27
大,2362.2535,3,3.3733265011283526,531.770178571977,539.434999998892,28
天,2634.5219,4,3.420701813085168,588.4560714285078,569.3200000025099,28
太,1950.9044,4,3.290235988220905,611.0562962965829,568.310000002384,27
夫,13.0467,4,1.1155006761933448,636.3110714284081,564.589999999851,28
夭,0.1334,4,-0.8748441704194698,679.5086206899473,618.180000001303,29
央,0.6672,5,-0.1757439623703177,617.4313793101344,528.355000000331,29
失,18.8658,5,1.2756752260871842,606.6160344824422,562.75499999919,29
头,329.0215,5,2.5172242779690595,566.8480357146295,545.3275000002759,28
夷,0.9859,6,-0.006167133386013857,626.0579629625356,593.850000000093,27
夸,2.5649,6,0.409070437559028,554.6113793104726,548.275000000838,29
夹,23.4618,6,1.3703613283285008,569.6205172410921,558.70000000298,29
夺,11.5048,6,1.0608790732739923,596.3996428575327,570.5674999982585,28
奄,0.0297,8,-1.5272435506827877,640.8377083337668,591.7549999993065,24
奇,14.7813,8,1.169712631487664,573.6601724132258,560.795000000391,29
奈,3.8251,8,0.5826427934453213,656.7393103456646,618.350000000559,29
奉,3.2987,8,0.5183428204653431,609.177931034265,567.199999999255,29
奋,0.3929,8,-0.40571797118819386,711.1313999996312,631.770000000019,25
奎,1.0378,9,0.016113666358908457,792.6614999995871,693.1650000009686,20
奏,2.2832,9,0.35854395577057174,659.5848275867174,615.775000002002,29
契,0.9044,9,-0.0436394463266779,764.7232758621642,689.894999999553,29
奔,35.1075,8,1.5453999045191422,615.3551785717219,596.3674999992365,28
奖,204.9518,9,2.3116517368834772,599.0780357136806,598.3724999991246,28
套,341.6086,10,2.533528795522619,676.9999999999803,614.560000000056,29
奚,0.0371,10,-1.4306260903849541,809.4611904762041,734.510000000242,21
奠,0.0593,12,-1.2269453066357374,691.6062068968669,646.3,29
奢,0.3781,11,-0.4223933226374644,792.2711999999357,705.555000000633,25
奥,10.2446,12,1.010495006057456,645.650172413055,580.159999997704,29
女,619.2884,3,2.7918929452393924,537.2260344826819,522.900000000372,29
奴,4.811,5,0.6822353569025642,702.8169642861067,666.4200000024871,28
奶,7.235,5,0.8594385354550562,626.6655172412585,610.999999996973,29
奸,0.7784,6,-0.1087971727397045,675.473035714626,649.5374999976484,28
她,2540.3558,6,3.4048945477833437,827.3090624992452,702.02500000136,16
好,7141.0304,6,3.8537608819088462,640.8713043471557,623.759999998845,23
如,257.8725,6,2.411405030641052,584.6903448285807,573.984999999055,29
妃,1.0304,6,0.013005850015736873,641.9858333330982,618.6775000010675,24
妄,0.8747,6,-0.058140873474626445,635.929642857283,584.789999998058,28
妆,4.0993,6,0.6127097025509477,675.9181034476314,638.519999996759,29
妇,1.9348,6,0.2866360787164176,643.5042592589632,633.509999999311,27
妈,468.1764,6,2.670409517843957,626.4366666664871,626.700000000652,27
妍,0.6672,7,-0.1757439623703177,723.7328571432346,730.72500000149,21
妒,1.3491,7,0.13004414228760433,702.6693103448943,619.894999999815,29
妓,1.7124,7,0.23360521916227173,699.1620689659018,644.000000000233,29
妖,3.1875,7,0.5034501934420116,569.1441379309528,558.205000001239,29
妙,17.8428,7,1.2514630075026254,589.962413793753,577.989999998361,29
妞,11.6976,7,1.0680967665603116,686.4244000004812,678,25
妥,2.1275,7,0.3278695687566255,621.7796551726861,598.530000001105,29
妮,9.2291,8,0.9651593517202555,702.8871153845134,661.252500000177,26
妲,0.5486,8,-0.2607441967314894,822.2483333331961,769.544999998994,24
妹,17.828,8,1.2511026254141386,605.7451724137986,595.270000001648,29
妻,25.4633,8,1.4059146867849566,612.1664285717936,601.7950000022536,28
妾,0.4744,8,-0.3238553196437938,729.7415384619479,674.4450000041395,26
姊,0.5041,8,-0.2974833025618494,816.4264705882506,765.654999995604,17
始,5.1001,8,0.707578691592528,725.3279310345595,620.60000000149,29
姐,29.6071,8,1.4713958705545496,739.2758333333074,645.8299999996091,24
姑,6.464,8,0.8105013477665297,587.6416666668288,577.580000004731,27
姓,28.3914,8,1.453186808421724,568.955769230672,562.7525000002935,26
委,1.1787,8,0.07140328353146858,644.1553571434758,644.0825000025795,28
姗,0.6301,8,-0.20059052038487318,793.6168181818025,734.9749999998605,22
姚,3.6546,9,0.5628398498850649,714.6746296294192,674.744999999879,27
姜,14.3217,9,1.1559945722175766,666.4227586209767,594.5,29
姝,0.0371,9,-1.4306260903849541,687.6429999998743,651.964999999327,20
姣,0.0519,9,-1.2848326421515421,700.9337037035823,664.690000001341,27
姥,0.1186,9,-0.9259153109717562,698.5677586209114,664.960000001825,29
姨,1.2231,9,0.08746196617181921,661.5659615387083,614.5375000004425,26
姬,1.2973,10,0.11304041808782034,702.1669230767707,683.329999998008,26
