log10_frequency,strokes,subject,frequency,fit_ms,lower_ms,upper_ms
4.018176781643852,9,AA,10427.417960473516,638.2168710022761,615.3373702832776,661.9470783066874
4.050846698215075,9,AA,11242.080692579391,638.6929533935073,615.6609768389031,662.5865599100031
4.083516614786298,9,AA,12120.39056816776,639.1711890324361,615.9799105380557,663.2356054149242
4.1161865313575206,9,AA,13067.320146696466,639.6514266393183,616.2940629566884,663.894027534173
4.148856447928743,9,AA,14088.230478704147,640.1335205001293,616.603348635324,664.5616261650227
4.181526364499966,9,AA,15188.901457447306,640.6173246017582,616.9077011039042,665.2381804369685
4.21419628107119,9,AA,16375.564541819283,641.1026924931016,617.2070722857055,665.923448997108
4.2468661976424125,9,AA,17654.938035812113,641.5894772812726,617.5014318984942,666.6171705747917
4.279536114213635,9,AA,19034.26512425669,642.0775326496564,617.7907671862811,667.3190663096486
4.312206030784858,9,AA,20521.354880180348,642.5667257811295,618.0750868858628,668.028862255903
4.344875947356081,9,AA,22124.62647594582,643.0569447061187,618.3544215356444,668.7463042761327
4.3775458639273035,9,AA,23853.1568484732,643.5480882083609,618.628817152024,669.4711438488658
4.410215780498526,9,AA,25716.732088401986,644.0400695366068,618.8983344053055,670.2031466400429
4.44288569706975,9,AA,27725.902844133503,644.5328041077038,619.1630431476008,670.9420728005372
4.475555613640973,9,AA,29892.04405442389,645.026215025547,619.423022736837,671.6876880550606
4.508225530212195,9,AA,32227.419347705058,645.5202408812702,619.6783622502583,672.4397796854646
4.540895446783418,9,AA,34745.25047272989,646.0148224165871,619.929155925289,673.1981336787294
4.573565363354641,9,AA,37459.792153624745,646.5099132071167,620.1755039050739,673.9625561525729
4.606235279925864,9,AA,40386.412793141564,647.005480716874,620.4175106851146,674.7328772448798
4.638905196497086,9,AA,43541.68148101166,647.501493004472,620.6552820912156,675.5089266788893
4.671575113068309,9,AA,46943.461800000034,647.9979180295877,620.8889248728372,676.2905327336597
