term,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),6.8995555680282505,0.21632178788084738,31.8948712268808,0.01995340534269224
log_freq,-0.2709798035045808,0.04469766114006469,-6.062505209286854,0.10407224501491913
strokes,0.03211122535826964,0.01229185681351779,2.6123982605260903,0.232737194808116
